SKILL_ID,SKILL_NAME,NORMALIZED_NAME,CONTENT_AREA_NAME,GRADE_LEVEL_NAME,GRADE_NUM,SKILL_AREA_NAME,EQUIVALENCE_TYPE,EQUIVALENCE_GROUP_ID,PREREQUISITE_SKILL_IDS,COMPLEXITY_LEVEL,AUTHORITIES
39bbc51a-a39f-e311-9503-005056801da1,Add or subtract decimal numbers of the same place through hundredths to solve a problem,add or subtract decimal numbers of the same place through hundredths to solve a problem,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|AL|GA|IN|NC|REN|SC|TX|VA
0dc0eeea-c3ac-4fca-93a8-816b1edbd9db,Determine fraction and decimal equivalents for halves and fourths,fraction and decimal equivalents for halves and fourths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,IN
3bbbc51a-a39f-e311-9503-005056801da1,Estimate a decimal number sum or difference by rounding to whole numbers,estimate a decimal number sum or difference by rounding to whole numbers,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|MN|MO|REN|VA
bfa4bfaa-479d-e311-b77c-005056801da1,Express a fraction with a denominator of 10 or 100 as a decimal,express a fraction with a denominator of 10 or 100 as a decimal,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|TX|UT|VT|WA|WI|WV|WY
787f63d8-2400-e411-9e54-005056801da1,Recognize decimal equivalents of any number of tenths or hundredths,decimal equivalents of any number of tenths or hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|ND|SC|VA
ca53b212-6612-464c-a15c-07adf6deeca6,Read and write a decimal through hundredths in standard form,read and write a decimal through hundredths in standard form,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|IN|MO|NE|OK|REN|SC|SD
407f63d8-2400-e411-9e54-005056801da1,Read decimal numbers as fractions,read decimal numbers as fractions,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC
3f53492e-6449-43a0-8ed8-cf84b55d66cc,Represent the value of a digit of a decimal number to the hundredths using expanded form,represent the value of a digit of a decimal number to the hundredths using expanded form,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,IN|TX
9d075eb0-e42b-45e9-b03e-5b28cdacdfdf,Find 0.1 or 0.01 more or less than a given number,find 0.1 or 0.01 more or less than a given number,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|FL
c4cd9cdf-8341-46a0-9ff7-b31ad48bddbb,Represent a problem involving the sum or difference of decimals through hundredths,represent a problem involving the sum or difference of decimals through hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,VA
5ffb5720-adda-4050-8024-5132af639949,Relate a decimal number up to two decimal places to a point on a number line,relate a decimal number up to two decimal places to a point on a number line,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC
35bbc51a-a39f-e311-9503-005056801da1,Order decimal numbers through the hundredths place,order decimal numbers through the hundredths place,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|FL|NE|OK|REN|SC|TX|VA
d98063d8-2400-e411-9e54-005056801da1,Write decimal numbers as fractions,write decimal numbers as fractions,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|VA
dd778f0a-0987-49b6-b16b-58779a87911e,Recognize that a comparison of decimals is valid only when the decimals refer to the same whole,that a comparison of decimals is valid only when the decimals refer to the same whole,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|REN|RI|SD|TN|UT|VT|WA|WI|WV|WY
50bd8a3a-fd35-4566-b75e-99e85a04b3c2,Relate a decimal number through hundredths to a real-world context,relate a decimal number through hundredths to a real-world context,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,WI
b135969e-a1ec-e311-b64a-005056801da1,Compare decimal numbers to hundredths using models,compare decimal numbers to hundredths using models,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|TX|UT|VT|WA|WI|WV|WY
c1a4bfaa-479d-e311-b77c-005056801da1,Justify the result of a comparison of two decimals through hundredths,justify the result of a comparison of two decimals through hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
867f63d8-2400-e411-9e54-005056801da1,Recognize that hundredths arise when dividing an object by one hundred or when dividing tenths by ten,that hundredths arise when dividing an object by one hundred or when dividing tenths by ten,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC
82ace417-34f8-4fa4-ac38-37c7a78ec3f1,Identify the digit in a specified place in a decimal number through thousandths,the digit in a specified place in a decimal number through thousandths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,VA
6e730d2c-47a6-4b8b-a4a8-cb82d1f97759,Explain the ten-to-one place value relationship for a decimal number through thousandths,the ten-to-one place value relationship for a decimal number through thousandths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,VA
c0a4bfaa-479d-e311-b77c-005056801da1,Compare two decimals through hundredths using standard symbols,compare two decimals through hundredths using standard symbols,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
33bbc51a-a39f-e311-9503-005056801da1,Determine the fraction equivalent to a decimal number model,the fraction equivalent to a decimal number model,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,REN|VA
32bbc51a-a39f-e311-9503-005056801da1,Determine the decimal number equivalent to a fraction model,the decimal number equivalent to a fraction model,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,REN|VA
737f63d8-2400-e411-9e54-005056801da1,"Recognize and write the decimal equivalent to <sup>1</sup>&#8260;4, <sup>1</sup>&#8260;2, and <sup>3</sup>&#8260;4","and write the decimal equivalent to 1&#8260;4, 1&#8260;2, and 3&#8260;4",Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|NE
d21b9d64-3e9c-4030-b6cc-09332a600bfb,Determine the decimal number from a model of tenths or hundredths,the decimal number from a model of tenths or hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|AL|GA|NE|OK|TX|VA|WY
727d1995-e0a1-4c2c-b598-2da24c683d75,Represent a fraction or decimal to tenths or hundredths on a number line,represent a fraction or decimal to tenths or hundredths on a number line,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AZ|ENC|FL|GA|IN|MN|NC|OK|TN|TX
7f2fd932-76e9-4a36-88df-f85837b0b1d5,Relate a decimal number through hundredths to money,relate a decimal number through hundredths to money,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,SC
af00db1f-26fa-4283-a630-9bddf4407611,Relate a decimal number through hundredths to a model,relate a decimal number through hundredths to a model,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|AL|OK|REN|SC|TX|VA|WI
2bbbc51a-a39f-e311-9503-005056801da1,Determine the word form of a decimal number through the hundredths place,the word form of a decimal number through the hundredths place,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,IN|MO|NE|OK|REN
ab35969e-a1ec-e311-b64a-005056801da1,Determine the value of a digit in a decimal number to hundredths,the value of a digit in a decimal number to hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|TX
d8ce07a5-f851-4410-b47e-2507e29bea34,"Convert between a decimal and a fraction, using a denominator of 10 or 100","convert between a decimal and a fraction, using a denominator of 10 or 100",Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|ENC|FL|MO|ND|OK|REN|SC|TX|VA
aa7f63d8-2400-e411-9e54-005056801da1,Round decimals with one decimal place to the nearest whole number,round decimals with one decimal place to the nearest whole number,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,ENC|VA
bf653592-2d52-4b0e-add3-f912400c0fdd,Add or subtract two decimal numbers through hundredths,add or subtract two decimal numbers through hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AB|GA|REN|SC|VA
3abbc51a-a39f-e311-9503-005056801da1,Round a decimal number to a specified place through hundredths,round a decimal number to a specified place through hundredths,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
b309314a-a7a9-420c-90a4-3f9b6958d3eb,Read and write a decimal through hundredths in expanded form,read and write a decimal through hundredths in expanded form,Mathematics,Grade 4,4.0,Decimal Concepts and Operations,unique,,,,MO|NE|OK
7984fd09-2f90-4bce-a70d-2b4deafd67e7,Represent a whole number as a sum of unit fractions,represent a whole number as a sum of unit fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AR|GA|SC
aea4bfaa-479d-e311-b77c-005056801da1,Understand a fraction as a sum of unit fractions,a fraction as a sum of unit fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
f347a237-7ef0-4146-965a-e511f9220594,Subtract fractions with unlike denominators,subtract fractions with unlike denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|NC|NE|REN|VA
f3f77457-116a-42d7-b813-cc691506af9d,Compare two fractions with unlike denominators using benchmarks,compare two fractions with unlike denominators using benchmarks,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|FL|GA|IA|ID|IN|KS|KY|LA|MA|MD|ME|MO|MS|MT|NC|ND|NE|NJ|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|WI|WV|WY
dc8063d8-2400-e411-9e54-005056801da1,Write a number sentence expressing the sum of two fractions as a mixed number,write a number sentence expressing the sum of two fractions as a mixed number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
b8a4bfaa-479d-e311-b77c-005056801da1,Multiply a fraction by a whole number,multiply a fraction by a whole number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
c29f5a40-f2a0-48a8-954a-45e93b3b03da,Represent a mixed number or an improper fraction on a number line,represent a mixed number or an improper fraction on a number line,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,FL|GA|IN|MN|NE|REN|SC|VA
837f63d8-2400-e411-9e54-005056801da1,Recognize mixed numbers and improper fractions,mixed numbers and improper fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC|NE|VA
08d5c56c-53ce-4ab0-b66e-b1ab010a17e1,"Estimate a fraction sum or difference using benchmark numbers 0, 1/4, 1/2, 3/4, and 1 referring to the same whole","estimate a fraction sum or difference using benchmark numbers 0, 1/4, 1/2, 3/4, and 1 referring to the same whole",Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,IA|MD|NC|TX|VA|WI
0440c04d-5aaf-4033-af2c-22b41e19a476,Determine if two fractions are equivalent,if two fractions are equivalent,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|FL|GA|IA|IN|MD|MN|MO|TN|TX
b9a4bfaa-479d-e311-b77c-005056801da1,Rewrite an expression involving multiplication of a fraction and a whole number,rewrite an expression involving multiplication of a fraction and a whole number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|RI|SD|TN|UT|VT|WA|WI|WV|WY
17bbc51a-a39f-e311-9503-005056801da1,Identify a mixed number represented by a model,a mixed number represented by a model,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AL|FL|IN|REN|SC|VA
327d63d8-2400-e411-9e54-005056801da1,Add fractions with the same denominator,add fractions with the same denominator,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
288063d8-2400-e411-9e54-005056801da1,Subtract fractions with the same denominator,subtract fractions with the same denominator,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
aba4bfaa-479d-e311-b77c-005056801da1,Find a common denominator of two fractions,find a common denominator of two fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
9809a74e-6d59-4a31-9210-be9b8411d1a9,Use a visual model to justify an expression of a fraction as a sum or difference of fractions with the same denominator,a visual model to justify an expression of a fraction as a sum or difference of fractions with the same denominator,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,CO|IA|MD|MO|NC|NJ|TN|VA
aca4bfaa-479d-e311-b77c-005056801da1,Compare two fractions with different numerators and denominators using standard symbols,compare two fractions with different numerators and denominators using standard symbols,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
afa4bfaa-479d-e311-b77c-005056801da1,Decompose a fraction into a sum of fractions with the same denominator in more than one way,decompose a fraction into a sum of fractions with the same denominator in more than one way,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
91dfa08f-fd92-42b2-ab5d-1de725cbb071,Represent a problem involving the sum or difference of fractions or mixed numbers with like denominators,represent a problem involving the sum or difference of fractions or mixed numbers with like denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,IA|MD|NJ|VA
21bbc51a-a39f-e311-9503-005056801da1,Order fractions on a number line,order fractions on a number line,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|FL|MN|NE|REN|VA
20bbc51a-a39f-e311-9503-005056801da1,Compare fractions on a number line,compare fractions on a number line,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|FL|IN|MN|OK|REN|VA
5cd5278e-2d2c-46a8-8fa7-fdf5991b2af0,Represent the inverse property of multiplication using a model,represent the inverse property of multiplication using a model,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,VA
e5284ec1-4781-433d-a0ef-2d1dd28e07a6,Subtract fractions with denominators that are multiples of the same number,subtract fractions with denominators that are multiples of the same number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
a9a4bfaa-479d-e311-b77c-005056801da1,Generate equivalent fractions by multiplying the numerator and denominator of a fraction by the same number,generate equivalent fractions by multiplying the numerator and denominator of a fraction by the same number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
58b5e5fa-13bf-47f8-a1b2-82fe48969ffb,Add fractions with unlike denominators,add fractions with unlike denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|NC|NE|REN|VA
5caf9cfe-a456-491e-91d4-32421b82705e,Identify the two whole numbers a mixed number is between,the two whole numbers a mixed number is between,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,WV
b7a4bfaa-479d-e311-b77c-005056801da1,Understand subtraction of fractions as separating parts referring to the same whole,subtraction of fractions as separating parts referring to the same whole,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SD|TN|UT|VT|WA|WI|WV|WY
227f63d8-2400-e411-9e54-005056801da1,"Name equivalent fractions of a given fraction, represented visually","name equivalent fractions of a given fraction, represented visually",Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
c436590f-6408-4998-917c-60b63c0aa23c,Represent a problem involving multiplication of a whole number by a fraction using a model,represent a problem involving multiplication of a whole number by a fraction using a model,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,IA|MD|ND|NJ|TN|VA
b2a4bfaa-479d-e311-b77c-005056801da1,Add or subtract fractions with like denominators to solve a problem,add or subtract fractions with like denominators to solve a problem,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|REN|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
805e637b-f81d-4c41-8860-fe44793d55a1,Solve a problem involving multiplication of a whole number and a unit fraction,solve a problem involving multiplication of a whole number and a unit fraction,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,SC|VA
d79f98ce-0307-473e-8a5c-f8b3ab457e32,Give a real-world example where fractions are used,give a real-world example where fractions are used,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB
1219fd76-c48e-44c0-b0c4-8e5a344d9381,Estimate the solution of a problem involving the sum or difference of fractions or mixed numbers with like denominators,estimate the solution of a problem involving the sum or difference of fractions or mixed numbers with like denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,VA
f17736bf-0a90-4a18-a748-c3fabb7c7085,Add or subtract mixed numbers with unlike denominators that have factors in common,add or subtract mixed numbers with unlike denominators that have factors in common,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,WI
187f63d8-2400-e411-9e54-005056801da1,"Multiply proper fractions by whole numbers, supported by materials and diagrams","multiply proper fractions by whole numbers, supported by materials and diagrams",Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AR|ENC
da8063d8-2400-e411-9e54-005056801da1,"Write equivalent fractions of a given fraction, represented visually","write equivalent fractions of a given fraction, represented visually",Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC|ND|NE
eb7cad1f-425f-4b33-8321-f53cdcbd135b,Add fractions with denominators that are multiples of the same number,add fractions with denominators that are multiples of the same number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
2699b6f3-81d1-4170-b799-2e5afd9ce85b,Use benchmark fractions to locate additional fractions with denominators up to twelfths on a number line,benchmark fractions to locate additional fractions with denominators up to twelfths on a number line,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,OK|VA
2a8063d8-2400-e411-9e54-005056801da1,Subtract fractions with the same denominator within one whole,subtract fractions with the same denominator within one whole,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
b0a4bfaa-479d-e311-b77c-005056801da1,Show that one or more fraction decompositions are equivalent to a given fraction,show that one or more fraction decompositions are equivalent to a given fraction,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|RI|SC|SD|TN|UT|VT|WA|WI|WV|WY
54f7f314-bc97-4633-84b7-4769dc709a9e,Add or subtract fractions with like denominators using models,add or subtract fractions with like denominators using models,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|AL|AR|ENC|FL|GA|MN|NE|OK|REN|SC|TX|VA|WI
ada4bfaa-479d-e311-b77c-005056801da1,Justify the result of a comparison of two fractions with unlike numerators and denominators,justify the result of a comparison of two fractions with unlike numerators and denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|RI|SC|SD|TN|UT|VA|VT|WA|WI|WV|WY
ed0fa892-1ae9-4ff1-83cb-174bb402fe93,Represent a fraction as a sum of unit fractions,represent a fraction as a sum of unit fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AR|FL|GA|IN|SC|TX|VA
6b7d63d8-2400-e411-9e54-005056801da1,Associate a fraction with division,associate a fraction with division,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC|IN|VA
a27d63d8-2400-e411-9e54-005056801da1,Compare fractions whose denominators are all multiples of the same number,compare fractions whose denominators are all multiples of the same number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
b6a4bfaa-479d-e311-b77c-005056801da1,Understand addition of fractions as joining parts referring to the same whole,addition of fractions as joining parts referring to the same whole,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SD|TN|UT|VT|WA|WI|WV|WY
a8a4bfaa-479d-e311-b77c-005056801da1,Recognize equivalent fractions by identifying common factors,equivalent fractions by identifying common factors,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VT|WA|WI|WV|WY
fffcab61-d386-4a77-b8de-8d5f61d9312b,Recognize that the comparison of two fractions is valid only when they refer to the same whole,that the comparison of two fractions is valid only when they refer to the same whole,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|UT|VT|WA|WI|WV|WY
bba4bfaa-479d-e311-b77c-005056801da1,Understand a multiple of a fraction as a multiple of a unit fraction,a multiple of a fraction as a multiple of a unit fraction,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|UT|VT|WA|WI|WV|WY
5203b35a-7af4-4abd-8fb1-6b567694c18b,Use a visual fraction model to represent a fraction as a multiple of a unit fraction,a visual fraction model to represent a fraction as a multiple of a unit fraction,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,IN|SC|TN
6cbbc51a-a39f-e311-9503-005056801da1,Convert an improper fraction to a mixed number,convert an improper fraction to a mixed number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,REN|VA
287f63d8-2400-e411-9e54-005056801da1,Order fractions whose denominators are all multiples of the same number,order fractions whose denominators are all multiples of the same number,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
bea4bfaa-479d-e311-b77c-005056801da1,Add two fractions with unlike denominators of 10 and 100 using equivalent fractions,add two fractions with unlike denominators of 10 and 100 using equivalent fractions,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|KS|KY|LA|MA|MD|ME|MI|MO|MS|MT|NC|ND|NH|NJ|NM|NV|NY|OH|OR|PA|RI|SC|SD|TN|UT|VT|WA|WI|WV|WY
b1a4bfaa-479d-e311-b77c-005056801da1,Add or subtract fractions with like denominators,add or subtract fractions with like denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,AB|AK|AL|AR|AZ|CA|CCSS|CO|CT|DC|DE|ENC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OR|PA|REN|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY
347d63d8-2400-e411-9e54-005056801da1,Add fractions with the same denominator within one whole,add fractions with the same denominator within one whole,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,ENC
66c616fe-5ad9-4442-922f-a383468aafe2,Justify the solution of a problem involving the sum or difference of fractions or mixed numbers with like denominators,justify the solution of a problem involving the sum or difference of fractions or mixed numbers with like denominators,Mathematics,Grade 4,4.0,Fraction Concepts and Operations,unique,,,,SC|VA
